CustomerID,Age,Gender,City,Income,MaritalStatus,Dependents,Tenure,ContractType,SubscriptionPlan,MonthlyCharges,TotalCharges,PaymentMethod,AutoPay,MonthlyUsageHours,LoginFrequency,FeatureUsageScore,CustomerSupportCalls,ServiceComplaints,AppRating,DiscountReceived,LastInteractionDays,ContractRenewalReminder,UpgradeAttempts,Churn
C01155,33,Female,New Davidland,46833,Married,1,15,Monthly,Premium,100.41,1575.64,Credit Card,Yes,38.9,22,27.6,2,0,2.1,No,23,No,2,0
C01156,42,Female,Ayalaburgh,44732,Single,1,1,Two-year,Premium,100.07,187.73,Credit Card,No,43.1,18,66.5,1,0,3.4,Yes,55,No,0,0
C01157,41,Male,Carlsonton,97996,Married,0,61,Yearly,Basic,29.7,1795.19,Bank Transfer,No,20.0,12,96.2,3,0,2.7,Yes,71,No,1,0
C01158,50,Male,South Anthonyborough,54945,Married,1,1,Monthly,Premium,103.11,10.48,Bank Transfer,No,42.3,15,45.4,0,1,3.8,No,5,No,1,0
C01159,29,Female,Leslieview,57196,Married,3,8,Monthly,Basic,24.47,214.49,Credit Card,Yes,31.7,13,58.4,4,2,4.2,Yes,10,No,0,1
C01160,36,Male,Jacksonbury,40949,Single,2,37,Yearly,Premium,117.06,4391.15,Credit Card,Yes,58.7,13,47.9,1,1,3.8,No,33,Yes,0,0
C01161,32,Female,Alecmouth,87732,Married,0,33,Yearly,Basic,28.47,943.76,Bank Transfer,Yes,37.9,16,49.2,3,1,3.2,Yes,9,No,0,0
C01162,18,Female,Ruizstad,34484,Married,3,53,Yearly,Basic,30.04,1469.17,PayPal,No,41.9,19,35.5,1,1,2.2,No,67,No,0,0
C01163,51,Male,New Melissafurt,50577,Single,0,24,Two-year,Basic,37.67,967.95,Credit Card,Yes,1.8,11,39.0,3,1,2.9,Yes,38,Yes,1,0
C01164,49,Female,South Charles,15626,Divorced,2,6,Monthly,Basic,26.23,172.4,PayPal,Yes,44.1,14,89.9,0,0,4.3,No,14,No,0,0
C01165,25,Male,Port Briana,92145,Married,2,6,Monthly,Basic,38.19,206.2,PayPal,No,47.0,19,15.7,2,2,3.0,Yes,30,Yes,1,1
C01166,23,Male,Carolhaven,45442,Married,0,6,Yearly,Premium,101.68,623.09,Credit Card,Yes,42.3,17,37.3,3,1,3.0,No,13,No,0,0
C01167,55,Male,South Laurenton,81553,Single,0,8,Yearly,Premium,89.92,754.16,Credit Card,Yes,73.1,10,42.3,2,1,4.0,Yes,59,No,0,0
C01168,30,Male,South Sandra,75257,Single,0,7,Monthly,Premium,96.26,666.94,Credit Card,Yes,74.0,15,52.0,2,0,2.6,Yes,81,No,1,0
C01169,28,Male,New Wendy,48534,Single,0,24,Monthly,Premium,95.96,2273.4,Credit Card,No,58.8,18,65.6,1,0,2.1,Yes,16,No,0,0
C01170,49,Female,South Katherinetown,55338,Married,1,29,Two-year,Premium,94.01,2685.37,Credit Card,Yes,63.6,19,36.5,1,0,3.6,No,1,No,1,0
C01171,34,Female,South Tricia,63244,Single,2,28,Yearly,Standard,56.61,1587.49,Credit Card,Yes,66.0,10,83.2,1,1,5.0,No,15,Yes,0,0
C01172,38,Female,Michelleview,48654,Married,0,1,Yearly,Premium,93.37,66.33,Bank Transfer,No,55.7,17,43.7,2,1,3.5,No,2,No,0,1
C01173,42,Female,East Chadtown,58695,Divorced,1,3,Two-year,Standard,58.58,174.23,PayPal,No,39.3,17,81.0,1,1,2.4,Yes,1,Yes,0,0
C01174,18,Female,East Michael,67406,Married,2,4,Monthly,Premium,100.49,464.76,Bank Transfer,Yes,45.2,14,40.9,3,0,3.5,Yes,27,Yes,1,1
C01175,51,Female,Mccartyburgh,65912,Married,4,34,Yearly,Basic,26.26,859.47,Credit Card,Yes,7.9,13,36.8,1,0,3.9,No,51,Yes,0,0
C01176,37,Female,Port Williamhaven,52876,Divorced,3,4,Yearly,Basic,30.81,173.61,Bank Transfer,Yes,51.7,12,68.1,0,0,3.3,Yes,71,Yes,2,0
C01177,30,Male,Charlesstad,62697,Married,2,29,Yearly,Standard,61.25,1734.78,Bank Transfer,No,60.4,17,75.2,6,0,3.8,Yes,48,Yes,1,1
C01178,30,Female,New Mariahport,19260,Married,2,17,Two-year,Standard,58.07,1042.02,Credit Card,Yes,40.0,11,55.6,1,2,3.2,No,10,Yes,0,0
C01179,52,Male,Port Johnny,71680,Single,0,9,Yearly,Premium,96.1,849.39,PayPal,No,12.0,14,35.8,0,1,3.5,Yes,11,No,2,0
C01180,62,Female,Russellville,78331,Single,3,32,Yearly,Standard,57.53,1822.92,Credit Card,Yes,56.8,11,64.1,2,0,3.6,No,58,No,0,0
C01181,30,Female,Sanfordmouth,71977,Married,0,22,Monthly,Premium,95.0,2168.23,Bank Transfer,No,21.5,15,73.7,1,0,4.0,No,10,No,1,0
C01182,46,Female,Tylerberg,30786,Single,1,1,Two-year,Standard,52.3,46.2,Bank Transfer,No,5.5,15,87.0,2,2,3.7,No,29,No,0,0
C01183,29,Male,Jenniferton,44063,Single,2,14,Monthly,Basic,26.14,413.69,Credit Card,Yes,12.4,14,62.1,0,1,2.8,No,31,Yes,1,0
C01184,46,Male,Cummingsbury,52495,Single,1,10,Yearly,Premium,105.13,1103.96,PayPal,Yes,32.4,13,19.2,2,2,2.6,Yes,73,No,2,1
C01185,29,Male,West Brenda,86064,Single,2,69,Yearly,Basic,37.07,2523.78,PayPal,Yes,22.6,11,43.0,1,0,4.8,No,12,No,2,0
C01186,30,Female,Robertfurt,47755,Single,1,41,Monthly,Basic,41.69,1739.24,Bank Transfer,Yes,21.5,15,72.6,1,0,4.0,No,10,No,1,0
C01187,45,Female,Shepardside,73146,Married,0,5,Yearly,Standard,59.77,238.87,Credit Card,Yes,22.1,16,40.4,0,0,4.7,No,3,Yes,1,0
C01188,34,Female,Johnview,72965,Single,3,7,Monthly,Basic,29.95,232.32,Credit Card,No,23.6,12,91.8,1,1,1.8,No,12,No,2,1
C01189,23,Male,Port Jessica,66786,Married,0,1,Monthly,Standard,58.73,39.81,Credit Card,No,14.2,19,49.0,2,1,2.1,No,39,Yes,1,1
C01190,28,Female,Christopherland,70777,Single,0,16,Monthly,Standard,55.84,936.75,Bank Transfer,No,55.5,10,44.6,2,0,4.2,No,7,Yes,0,1
C01191,50,Female,Jenniferfort,51141,Married,1,5,Two-year,Basic,35.9,156.9,Credit Card,No,46.0,16,100.0,2,0,3.8,No,25,Yes,2,0
C01192,49,Male,Ryanchester,43413,Married,0,1,Monthly,Basic,25.49,9.33,Credit Card,Yes,32.9,11,40.6,0,0,3.0,No,15,No,0,1
C01193,57,Male,New Albert,89729,Married,1,8,Monthly,Basic,30.01,167.71,Credit Card,Yes,0.0,19,45.8,1,1,2.3,Yes,149,Yes,1,0
C01194,25,Female,North Samantha,57467,Married,0,72,Monthly,Standard,53.73,3861.91,Credit Card,Yes,26.0,15,37.8,1,0,4.0,No,12,Yes,1,0
C01195,34,Female,Hendersonhaven,70561,Single,0,27,Monthly,Basic,31.63,796.57,Bank Transfer,No,44.6,15,39.3,2,0,2.8,No,94,Yes,1,0
C01196,50,Female,Larrymouth,21581,Single,0,31,Monthly,Standard,61.01,1977.37,Bank Transfer,Yes,24.0,14,38.2,2,0,4.0,Yes,66,Yes,0,1
C01197,52,Male,Lake Patrickland,68815,Single,0,21,Monthly,Basic,20.13,487.33,Credit Card,Yes,31.1,17,86.1,1,2,3.9,Yes,3,Yes,0,0
C01198,23,Female,Port Mary,55114,Married,0,21,Monthly,Standard,68.7,1445.88,PayPal,Yes,23.7,14,22.4,2,1,3.8,Yes,31,No,1,0
C01199,32,Female,Goodwinmouth,39693,Married,0,4,Yearly,Basic,29.59,144.78,Credit Card,Yes,48.7,12,57.6,2,0,2.1,No,9,No,0,0
C01200,23,Female,New Genemouth,34192,Divorced,5,14,Yearly,Basic,29.56,437.31,Bank Transfer,Yes,53.5,11,34.6,1,0,3.2,No,2,Yes,0,0
C01201,38,Male,New Peter,36863,Married,1,8,Monthly,Basic,20.15,125.22,PayPal,No,53.8,19,43.2,2,0,2.9,Yes,10,No,2,0
C01202,65,Male,Oscarton,45462,Married,1,21,Two-year,Standard,66.56,1359.1,Bank Transfer,Yes,29.8,14,40.9,2,0,4.9,Yes,50,No,2,0
C01203,53,Female,Brownchester,47197,Married,3,4,Yearly,Basic,22.48,108.51,Credit Card,Yes,61.3,8,52.6,1,0,2.9,No,1,No,1,0
C01204,40,Female,Jamesfurt,35289,Married,3,4,Monthly,Standard,69.62,253.26,Bank Transfer,Yes,26.5,10,58.4,2,0,2.3,No,75,No,0,0
C01205,37,Female,New Dustin,37039,Married,1,21,Two-year,Premium,109.11,2304.74,PayPal,No,31.7,11,49.0,0,1,3.9,No,13,Yes,0,0
C01206,39,Male,Dianachester,22752,Single,0,17,Monthly,Basic,34.6,622.41,PayPal,Yes,21.5,9,68.2,0,0,1.9,Yes,42,No,0,0
C01207,74,Female,Bruceville,63068,Married,2,11,Yearly,Basic,26.83,286.07,PayPal,No,44.5,16,50.8,3,0,2.0,No,24,No,1,1
C01208,46,Female,Lake Christinachester,32962,Divorced,3,22,Two-year,Basic,27.65,562.82,PayPal,Yes,54.8,15,83.3,1,1,3.2,No,7,No,2,0
C01209,34,Female,Jamesburgh,97665,Single,1,43,Monthly,Standard,53.85,2376.69,Credit Card,No,39.0,11,80.7,4,0,4.2,No,97,Yes,0,0
C01210,34,Female,West Walterhaven,56441,Single,2,54,Two-year,Standard,58.61,3162.5,Bank Transfer,Yes,45.9,14,49.1,2,0,4.6,Yes,68,No,0,0
C01211,18,Male,New Brandymouth,32347,Single,0,3,Monthly,Premium,101.5,338.17,Credit Card,Yes,62.6,8,46.9,3,0,3.6,Yes,43,No,0,0
C01212,66,Male,Marquezborough,74816,Married,3,41,Monthly,Basic,30.48,1204.03,PayPal,Yes,47.5,15,63.8,2,0,2.9,Yes,127,No,1,1
C01213,18,Male,Jamesmouth,71920,Divorced,1,26,Yearly,Basic,28.99,692.99,Bank Transfer,Yes,34.4,11,83.4,0,0,4.1,No,2,Yes,4,1
C01214,42,Male,Rebeccatown,26520,Married,0,43,Monthly,Premium,102.6,4450.82,Bank Transfer,Yes,29.1,18,67.3,1,2,2.1,No,49,Yes,1,0
C01215,23,Female,Lake Lisa,28877,Divorced,2,3,Yearly,Basic,25.96,19.17,Bank Transfer,No,59.8,19,30.4,1,0,4.2,No,6,Yes,0,0
C01216,26,Male,Woodfort,47937,Single,0,19,Monthly,Basic,22.27,401.11,Credit Card,Yes,13.3,15,68.4,2,2,3.0,No,12,Yes,1,0
C01217,36,Male,Knightchester,44620,Married,0,7,Two-year,Standard,60.88,481.14,Credit Card,Yes,49.2,20,48.3,1,0,4.3,No,27,No,1,0
C01218,56,Female,Josehaven,78419,Married,1,3,Monthly,Standard,46.63,86.63,Bank Transfer,Yes,64.4,14,42.9,4,0,3.8,No,41,No,0,0
C01219,33,Female,Pierceland,17027,Single,2,20,Monthly,Premium,106.0,2060.28,PayPal,No,55.5,9,57.4,2,0,3.2,No,10,No,1,1
C01220,50,Female,East Jasonside,27624,Single,0,42,Two-year,Basic,27.38,1250.04,Bank Transfer,Yes,36.1,12,70.1,1,0,2.2,No,37,No,1,0
C01221,23,Male,Johnside,37646,Single,0,7,Monthly,Premium,101.57,614.66,Credit Card,No,29.6,16,82.3,0,1,5.0,No,17,No,1,0
C01222,37,Female,Diazland,63822,Divorced,1,13,Monthly,Standard,62.66,879.69,Bank Transfer,No,74.9,16,38.6,1,1,1.7,No,10,No,1,0
C01223,46,Female,New Deniseton,71040,Single,1,1,Two-year,Standard,63.95,43.91,Credit Card,No,25.1,12,9.9,0,1,4.3,No,48,No,2,0
C01224,36,Female,South Jose,32340,Married,1,30,Monthly,Basic,25.34,900.73,Credit Card,No,53.4,10,2.3,1,0,5.0,No,24,Yes,0,1
C01225,42,Male,Seanside,72367,Married,2,21,Two-year,Standard,55.1,1136.16,Credit Card,Yes,44.9,17,45.8,2,2,4.0,No,50,No,0,1
C01226,41,Male,South Courtney,41049,Married,2,1,Yearly,Premium,102.15,129.73,Bank Transfer,No,49.7,9,56.9,2,1,3.3,No,6,Yes,1,0
C01227,25,Male,Lake Matthewborough,83523,Single,0,72,Two-year,Standard,69.43,4959.68,Credit Card,No,46.6,15,29.0,0,1,4.2,No,39,Yes,0,0
C01228,27,Female,East Terrystad,81255,Single,2,15,Monthly,Standard,61.67,1028.84,Credit Card,Yes,58.9,11,99.2,3,1,3.0,No,7,No,1,0
C01229,52,Female,North Paul,31953,Married,2,20,Monthly,Basic,28.03,629.28,Bank Transfer,No,36.0,11,32.0,1,1,3.9,Yes,32,Yes,1,0
C01230,29,Female,Davisstad,48657,Single,3,18,Two-year,Premium,96.85,1788.72,Bank Transfer,No,31.2,21,40.6,1,2,2.4,Yes,20,No,3,0
C01231,69,Female,New David,59625,Married,2,10,Two-year,Basic,23.06,254.54,PayPal,Yes,30.9,12,39.5,2,0,3.4,No,83,Yes,0,0
C01232,45,Male,Suzannetown,73780,Married,1,11,Yearly,Basic,33.41,384.09,Bank Transfer,No,59.4,15,64.2,1,1,4.2,Yes,15,No,0,0
C01233,39,Female,Warnerton,47108,Divorced,0,63,Monthly,Premium,98.57,6166.75,Bank Transfer,No,54.7,12,88.1,0,1,2.6,No,18,Yes,1,0
C01234,28,Female,Port Samanthaberg,49562,Single,0,22,Monthly,Premium,99.41,2234.46,Credit Card,No,38.4,17,34.2,0,1,4.6,No,12,Yes,0,0
C01235,31,Male,Webbshire,35881,Single,3,10,Yearly,Standard,59.58,542.82,Bank Transfer,Yes,60.5,14,32.5,1,0,3.3,Yes,19,No,0,0
C01236,18,Male,Richardstad,33897,Single,2,37,Two-year,Standard,58.74,2151.89,Credit Card,No,50.5,16,57.0,1,0,3.5,No,4,Yes,1,0
C01237,43,Female,Diazside,72425,Single,1,24,Two-year,Basic,32.8,775.4,PayPal,No,54.4,20,35.2,1,0,3.4,No,46,No,1,1
C01238,27,Female,Brittanyberg,58713,Single,1,26,Monthly,Basic,35.18,992.18,Bank Transfer,No,21.7,20,36.7,0,1,4.6,Yes,24,Yes,0,0
C01239,40,Female,South Benjamin,51988,Single,1,22,Yearly,Standard,57.53,1219.84,Bank Transfer,No,24.5,15,28.4,1,1,3.5,Yes,31,Yes,1,0
C01240,39,Male,Curtisland,49345,Single,1,17,Two-year,Premium,105.11,1823.23,Credit Card,Yes,7.5,12,80.3,3,0,4.3,No,13,Yes,0,0
C01241,45,Male,Moniqueview,68223,Married,2,1,Two-year,Standard,60.27,27.76,Bank Transfer,Yes,73.5,17,77.9,0,1,3.6,Yes,40,No,0,0
C01242,38,Female,South Carolbury,43842,Married,0,32,Two-year,Premium,97.62,3146.79,PayPal,Yes,31.4,14,57.4,1,0,3.8,No,37,No,3,0
C01243,43,Male,Smithburgh,90792,Single,1,8,Yearly,Basic,33.97,241.86,Bank Transfer,Yes,38.0,14,36.6,1,0,4.0,No,115,Yes,1,0
C01244,39,Female,New Lisahaven,54857,Divorced,1,32,Monthly,Standard,68.86,2286.85,Credit Card,No,57.3,12,43.3,2,0,2.9,No,26,Yes,0,0
C01245,18,Male,Howardborough,23718,Divorced,2,61,Two-year,Standard,58.79,3572.76,Credit Card,Yes,8.3,12,68.0,1,1,4.6,No,3,Yes,1,1
C01246,28,Female,Port Eric,46404,Divorced,2,1,Two-year,Standard,58.63,0.0,Credit Card,Yes,47.9,18,62.4,1,0,5.0,Yes,1,No,0,0
C01247,43,Male,Garrisonchester,75663,Single,2,20,Yearly,Standard,53.91,1047.8,PayPal,No,6.9,13,42.4,0,1,4.8,No,19,Yes,0,0
C01248,54,Male,Bethport,65848,Married,0,50,Yearly,Standard,59.47,3001.9,PayPal,No,41.7,12,87.9,3,1,3.8,No,24,Yes,3,0
C01249,29,Female,Huntburgh,93800,Married,2,29,Yearly,Basic,20.0,576.86,Bank Transfer,No,58.0,13,51.0,1,0,3.7,Yes,7,Yes,1,0
C01250,55,Male,Wandaburgh,51339,Married,3,27,Monthly,Basic,33.25,862.91,Bank Transfer,No,34.2,13,37.8,0,0,3.5,No,29,Yes,1,0
C01251,31,Male,East Andrew,57756,Single,2,21,Yearly,Basic,27.1,604.79,Bank Transfer,Yes,22.1,26,24.1,4,0,3.8,No,4,Yes,0,0
C01252,32,Female,Rebeccaport,50805,Single,3,24,Yearly,Standard,59.69,1515.5,Bank Transfer,Yes,86.1,17,58.6,1,0,4.0,Yes,15,Yes,1,0
C01253,18,Female,Garymouth,79693,Married,2,49,Monthly,Premium,100.44,4959.52,Credit Card,Yes,51.1,12,81.8,1,0,3.4,Yes,56,Yes,0,0
C01254,48,Male,Laurenborough,54707,Divorced,1,13,Monthly,Standard,59.02,735.92,PayPal,Yes,26.9,17,82.4,3,0,3.9,Yes,75,Yes,0,0
C01255,37,Male,North Lynn,61189,Single,1,10,Yearly,Premium,99.17,920.54,PayPal,Yes,42.0,10,79.3,2,0,3.8,No,21,No,2,0
C01256,28,Male,South Jamesville,72747,Single,2,54,Two-year,Basic,22.98,1335.28,Bank Transfer,No,13.2,19,88.6,4,1,3.8,No,83,No,1,0
C01257,45,Female,Castillochester,104501,Married,0,3,Two-year,Premium,95.98,292.22,Credit Card,No,44.6,19,60.6,0,0,2.8,No,33,Yes,1,0
C01258,39,Male,Turnerberg,96833,Single,3,46,Two-year,Standard,57.85,2702.5,Bank Transfer,Yes,48.5,16,46.3,2,0,5.0,Yes,34,Yes,2,0
C01259,31,Male,Jenniferborough,66661,Single,0,1,Yearly,Basic,28.81,0.0,Bank Transfer,No,49.2,13,57.3,1,1,3.5,Yes,1,Yes,0,0
C01260,45,Female,Davisport,69626,Married,2,33,Monthly,Basic,33.73,1110.01,Bank Transfer,Yes,40.9,11,55.6,3,0,4.2,Yes,55,Yes,0,0
C01261,35,Male,Williamfurt,30004,Single,0,47,Two-year,Basic,25.25,1250.55,Credit Card,Yes,20.5,14,66.2,1,1,3.8,No,9,Yes,1,0
C01262,39,Female,Codyton,56547,Single,1,6,Monthly,Basic,25.51,103.1,Credit Card,Yes,47.5,17,65.3,1,0,3.5,No,1,Yes,0,0
C01263,24,Female,New Carmenview,22637,Divorced,0,6,Two-year,Premium,98.01,582.63,Bank Transfer,No,29.5,17,50.8,1,0,2.4,No,3,No,1,0
C01264,50,Female,Harrisonview,96378,Divorced,3,1,Yearly,Premium,100.03,98.04,PayPal,No,31.3,11,39.7,3,0,3.3,No,44,No,0,1
C01265,50,Female,Zamoraport,59172,Divorced,2,7,Two-year,Standard,57.47,463.13,Bank Transfer,No,30.3,12,34.0,1,1,2.4,No,44,Yes,0,0
C01266,42,Female,Barronmouth,19645,Married,1,53,Two-year,Basic,25.33,1369.97,PayPal,Yes,47.8,14,50.8,4,0,3.2,No,54,Yes,2,0
C01267,31,Male,Victorton,54160,Married,1,39,Monthly,Standard,63.45,2529.85,Credit Card,Yes,51.3,7,30.0,0,0,3.1,Yes,10,Yes,1,0
C01268,53,Male,Timothyhaven,49857,Single,0,72,Yearly,Basic,22.83,1565.09,Credit Card,Yes,47.3,12,39.8,1,2,4.8,No,2,Yes,1,0
C01269,33,Female,Lake Susan,64010,Single,0,7,Monthly,Standard,58.72,397.57,Bank Transfer,Yes,55.1,11,28.5,3,0,4.2,No,89,Yes,1,0
C01270,24,Female,Tylerport,74559,Divorced,2,27,Monthly,Basic,28.28,842.04,PayPal,Yes,53.4,13,41.0,1,2,3.6,No,4,Yes,0,1
C01271,29,Male,Joannhaven,53583,Single,1,9,Yearly,Basic,23.75,234.86,Credit Card,Yes,49.0,21,84.2,3,1,3.6,No,48,No,1,0
C01272,49,Female,Caitlinfurt,27297,Single,1,3,Yearly,Basic,34.32,82.21,Bank Transfer,Yes,0.4,16,47.7,1,2,3.7,Yes,4,No,1,0
C01273,47,Female,Lake Patrickmouth,40436,Married,1,26,Monthly,Basic,30.8,843.23,Credit Card,Yes,20.9,9,43.4,1,0,3.2,Yes,5,Yes,0,0
C01274,33,Male,Port Victoriaville,59866,Single,1,5,Monthly,Premium,94.78,462.61,Bank Transfer,No,30.4,13,34.2,0,2,4.2,No,6,Yes,0,1
C01275,38,Female,East Benjaminstad,62512,Married,1,57,Monthly,Premium,104.59,5961.04,PayPal,Yes,37.4,14,61.8,2,0,3.2,No,8,Yes,1,0
C01276,39,Male,North Wayne,84151,Single,0,6,Monthly,Premium,97.77,585.74,PayPal,Yes,52.4,10,55.9,4,2,2.7,No,12,No,0,0
C01277,22,Female,South Lindseyville,102638,Divorced,0,38,Monthly,Standard,52.2,2066.13,Bank Transfer,Yes,36.6,18,44.5,1,1,4.4,No,22,No,4,0
C01278,51,Male,South Stephenstad,61238,Divorced,0,25,Two-year,Standard,57.51,1453.7,PayPal,No,60.3,12,65.1,2,0,3.3,No,8,No,1,0
C01279,39,Male,Port Brian,39517,Married,1,29,Yearly,Basic,30.6,975.47,Bank Transfer,Yes,40.6,15,81.2,1,0,4.2,No,96,Yes,3,0
C01280,37,Female,Schroederburgh,99995,Divorced,0,27,Monthly,Premium,104.44,2829.31,PayPal,Yes,65.9,14,93.2,1,0,2.8,No,9,No,0,0
C01281,50,Male,New Catherinetown,47812,Married,1,11,Two-year,Standard,60.46,662.27,Credit Card,No,60.1,12,45.9,0,0,3.1,Yes,51,Yes,0,0
C01282,39,Female,New Hannahborough,79321,Married,2,4,Monthly,Standard,58.78,245.94,Bank Transfer,No,33.3,14,79.9,0,0,4.3,Yes,13,No,0,0
C01283,23,Female,Lake Matthewland,42165,Married,2,23,Yearly,Standard,59.15,1333.56,PayPal,Yes,22.8,15,33.4,3,0,3.7,Yes,119,Yes,0,0
C01284,23,Male,Ronaldborough,32559,Married,0,14,Yearly,Premium,92.09,1341.37,PayPal,No,44.5,14,46.0,3,0,2.7,Yes,22,Yes,1,0
C01285,53,Female,Port Mark,68203,Married,3,2,Yearly,Standard,56.44,141.48,Credit Card,No,23.0,13,66.3,0,1,3.8,No,16,Yes,2,0
C01286,47,Male,Delgadoshire,42248,Divorced,1,3,Monthly,Premium,94.19,247.03,PayPal,No,30.0,22,66.1,3,2,4.0,No,79,Yes,1,1
C01287,31,Male,New Jessica,40724,Married,2,5,Monthly,Premium,104.71,550.23,PayPal,No,53.5,21,72.9,0,1,3.9,No,47,No,1,1
C01288,32,Male,East Alexandriamouth,66854,Single,0,57,Two-year,Premium,97.87,5594.28,PayPal,No,56.7,18,26.0,1,2,3.6,No,30,Yes,1,0
C01289,18,Female,Lake Joseph,44486,Married,1,66,Yearly,Standard,61.61,4145.95,Bank Transfer,No,35.2,15,50.4,1,0,4.1,No,23,Yes,0,0
C01290,39,Male,West Jasonhaven,32999,Married,3,27,Monthly,Standard,58.7,1586.71,Credit Card,Yes,45.4,15,60.8,2,0,3.9,No,17,No,1,0
C01291,35,Male,Wattsbury,86929,Single,1,72,Monthly,Basic,33.81,2360.04,Bank Transfer,Yes,10.7,14,70.2,0,0,4.0,No,87,No,0,1
C01292,39,Female,Evelynchester,38909,Single,2,10,Monthly,Basic,24.15,166.98,Credit Card,No,17.4,18,62.6,1,1,3.3,No,30,No,0,0
C01293,50,Male,Baileymouth,61546,Married,1,11,Monthly,Premium,100.72,1097.57,Credit Card,Yes,44.2,15,54.6,0,0,4.2,Yes,5,Yes,0,0
C01294,38,Female,East Rubenton,36341,Married,1,13,Two-year,Basic,36.57,503.86,PayPal,No,55.9,18,74.2,2,0,4.0,No,15,No,4,0
C01295,52,Female,Colemanfort,66200,Single,1,6,Monthly,Premium,102.9,588.69,PayPal,Yes,39.6,16,82.6,1,0,3.0,No,30,No,2,0
C01296,37,Male,Port Courtney,64045,Single,0,40,Two-year,Basic,21.54,913.19,Credit Card,No,17.6,20,60.4,2,0,3.4,No,36,No,1,0
C01297,51,Male,Murphyland,57359,Married,1,2,Monthly,Basic,37.07,133.89,Bank Transfer,No,26.3,14,40.9,0,0,2.0,No,10,Yes,0,1
C01298,24,Female,Kingfurt,47097,Single,1,71,Monthly,Basic,31.51,2283.45,Bank Transfer,No,29.0,12,40.7,1,0,4.0,No,126,No,1,0
C01299,38,Male,South Lindsay,65282,Married,2,24,Monthly,Standard,53.6,1206.96,Credit Card,No,41.7,18,30.4,1,0,4.3,No,91,No,1,0
C01300,62,Female,Ericmouth,94253,Divorced,2,23,Monthly,Basic,29.67,610.31,Bank Transfer,Yes,25.8,14,70.7,2,0,4.0,Yes,8,No,1,1
C01301,21,Male,Bennettfort,60298,Divorced,0,31,Yearly,Basic,36.23,1122.64,Bank Transfer,No,64.6,13,72.6,1,1,4.0,Yes,87,Yes,0,0
C01302,38,Female,Joshuaville,48388,Single,1,16,Two-year,Standard,59.65,964.46,Credit Card,Yes,39.7,23,62.1,1,0,3.9,No,13,No,0,0
C01303,26,Male,Davisville,57700,Single,2,4,Monthly,Standard,55.56,250.57,Credit Card,Yes,42.3,12,46.1,3,1,3.6,No,66,Yes,0,0
C01304,58,Female,Karenport,48152,Married,1,4,Monthly,Basic,32.74,128.46,Bank Transfer,No,64.0,16,25.6,1,0,4.3,No,34,No,0,1
C01305,27,Female,Port Justinview,65959,Married,2,8,Monthly,Standard,59.06,505.73,Bank Transfer,Yes,52.4,13,56.7,2,1,3.1,Yes,73,Yes,0,0
C01306,35,Female,Kylefort,43515,Married,1,1,Monthly,Basic,28.17,104.99,Bank Transfer,Yes,10.8,16,57.4,0,0,2.6,No,12,No,0,0
C01307,55,Female,West Maryburgh,31924,Married,2,17,Yearly,Premium,101.0,1704.68,Bank Transfer,No,39.2,13,86.7,4,1,3.0,No,34,Yes,2,0
C01308,42,Male,Paulborough,59951,Single,1,56,Monthly,Basic,29.18,1636.63,PayPal,Yes,53.6,10,37.9,3,1,4.8,No,22,Yes,2,0
C01309,61,Female,Lake Paul,47871,Married,1,14,Two-year,Standard,58.12,708.83,Credit Card,Yes,20.2,19,37.5,4,0,1.5,No,24,Yes,0,0
C01310,27,Male,Lake Randychester,43463,Single,4,27,Monthly,Standard,56.13,1549.15,Credit Card,Yes,20.9,11,47.2,1,0,4.4,No,13,No,1,0
C01311,36,Female,New Annatown,51364,Single,0,3,Yearly,Premium,96.53,240.47,Credit Card,Yes,57.1,22,51.4,2,1,4.5,No,2,Yes,1,0
C01312,31,Female,Danielmouth,31851,Married,1,13,Yearly,Standard,61.15,777.03,Bank Transfer,Yes,37.4,16,46.8,2,2,4.0,Yes,15,Yes,1,0
C01313,18,Female,Heatherhaven,68463,Divorced,3,72,Monthly,Premium,93.56,6765.07,PayPal,Yes,26.0,16,65.8,2,0,2.6,Yes,23,No,0,0
C01314,63,Male,East Donald,24079,Single,2,43,Monthly,Premium,105.85,4466.36,Credit Card,Yes,13.5,10,21.5,1,0,4.2,No,25,Yes,0,0
C01315,46,Female,Wileyville,41884,Single,2,13,Yearly,Standard,63.55,792.96,Credit Card,No,27.7,19,58.3,3,0,3.4,No,70,Yes,3,0
C01316,34,Female,Allisonfurt,66424,Single,3,34,Yearly,Basic,33.89,1121.95,Credit Card,Yes,4.3,17,56.4,1,0,3.4,No,97,No,0,0
C01317,52,Female,Hestershire,69459,Single,2,27,Yearly,Standard,60.24,1588.43,PayPal,Yes,38.1,18,57.3,3,1,2.1,No,19,Yes,0,1
C01318,40,Female,Annastad,52849,Married,1,24,Monthly,Standard,57.27,1404.28,Credit Card,Yes,49.7,15,74.7,2,0,2.3,Yes,43,No,1,0
C01319,39,Female,West Elizabethside,49436,Married,2,72,Monthly,Basic,23.77,1727.25,Bank Transfer,Yes,63.9,16,62.6,2,1,3.6,Yes,55,No,0,0
C01320,41,Male,South Christian,28020,Married,1,26,Two-year,Standard,52.16,1268.87,PayPal,No,17.2,13,38.0,2,1,2.4,No,82,Yes,0,0
