Age,Income,Dependents,Tenure,MonthlyCharges,TotalCharges,AutoPay,MonthlyUsageHours,LoginFrequency,FeatureUsageScore,CustomerSupportCalls,ServiceComplaints,AppRating,DiscountReceived,LastInteractionDays,ContractRenewalReminder,UpgradeAttempts,AverageMonthlySpend,UsagePerDay,SupportCallRate,ComplaintRate,EngagementScore,ContractType_Monthly,ContractType_Two-year,ContractType_Yearly,SubscriptionPlan_Basic,SubscriptionPlan_Premium,SubscriptionPlan_Standard,PaymentMethod_Bank Transfer,PaymentMethod_Credit Card,PaymentMethod_PayPal,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Gender_Female,Gender_Male
28,66187,4,23,30.49,688.45,0,30.0,12,77.2,2,1,3.7,0,14,1,1,29.932608695652174,1.0,0.08695652173913043,0.043478260869565216,45.580000000000005,True,False,False,True,False,False,True,False,False,False,False,True,True,False
48,58449,1,21,97.56,2081.37,1,18.0,15,38.7,2,1,4.0,0,29,1,0,99.11285714285714,0.6,0.09523809523809523,0.047619047619047616,31.980000000000004,True,False,False,False,True,False,False,True,False,False,True,False,True,False
54,59607,2,1,31.42,28.18,1,41.6,17,65.5,1,0,3.2,1,1,1,1,28.18,1.3866666666666667,1.0,0.0,40.900000000000006,False,True,False,True,False,False,False,True,False,False,True,False,True,False
23,37485,4,21,28.42,513.91,0,45.7,20,62.6,1,0,2.8,0,75,0,0,24.47190476190476,1.5233333333333334,0.047619047619047616,0.0,39.440000000000005,True,False,False,True,False,False,True,False,False,False,False,True,False,True
57,70821,1,8,105.0,880.72,1,20.2,14,31.0,3,1,2.4,0,8,1,1,110.09,0.6733333333333333,0.375,0.125,23.8,True,False,False,False,True,False,False,True,False,False,False,True,True,False
64,59806,0,11,55.2,604.78,1,46.2,25,40.5,2,0,3.3,1,78,0,2,54.98,1.54,0.18181818181818182,0.0,33.6,False,True,False,False,False,True,False,True,False,False,True,False,True,False
45,45058,1,14,32.1,506.24,1,48.3,19,39.3,0,0,4.0,1,85,0,0,36.160000000000004,1.6099999999999999,0.0,0.0,33.42,True,False,False,True,False,False,True,False,False,True,False,False,True,False
39,35170,2,7,95.9,593.76,1,72.0,19,59.7,1,0,4.1,1,51,0,1,84.82285714285715,2.4,0.14285714285714285,0.0,41.88,False,False,True,False,True,False,True,False,False,False,False,True,True,False
66,42947,1,10,101.71,1052.26,0,22.2,14,52.5,1,0,3.7,0,2,0,0,105.226,0.74,0.1,0.0,36.3,True,False,False,False,True,False,False,False,True,False,False,True,False,True
34,32216,2,70,104.49,7386.76,1,34.1,8,66.0,0,0,3.7,1,54,1,2,105.52514285714285,1.1366666666666667,0.0,0.0,39.9,True,False,False,False,True,False,False,True,False,True,False,False,True,False
43,41388,0,19,64.08,1181.81,0,32.3,10,87.6,3,2,2.8,0,44,1,2,62.20052631578947,1.0766666666666667,0.15789473684210525,0.10526315789473684,46.44,False,True,False,False,False,True,True,False,False,False,False,True,True,False
37,15000,1,14,108.17,1585.84,1,29.9,11,78.0,1,1,4.1,0,25,1,0,113.27428571428571,0.9966666666666666,0.07142857142857142,0.07142857142857142,46.8,False,True,False,False,True,False,False,False,True,False,True,False,True,False
52,66735,1,10,62.41,653.52,0,49.0,10,24.0,5,2,3.0,0,4,0,1,65.352,1.6333333333333333,0.5,0.2,21.6,False,True,False,False,False,True,True,False,False,False,True,False,False,True
35,87629,0,36,29.19,1047.16,0,58.5,9,16.8,4,1,2.4,1,17,0,1,29.08777777777778,1.95,0.1111111111111111,0.027777777777777776,16.619999999999997,False,True,False,True,False,False,False,False,True,False,False,True,False,True
37,55781,4,17,57.42,875.05,1,0.0,20,63.9,2,0,3.1,1,1,1,1,51.4735294117647,0.0,0.11764705882352941,0.0,40.86,False,False,True,False,False,True,False,True,False,False,True,False,False,True
54,49821,0,51,92.44,4657.41,1,15.6,24,52.4,0,0,2.7,0,18,0,0,91.32176470588234,0.52,0.0,0.0,36.26,True,False,False,False,True,False,True,False,False,False,False,True,False,True
22,61442,2,31,32.29,1022.73,1,39.7,14,44.3,5,1,4.3,0,16,0,1,32.991290322580646,1.3233333333333335,0.16129032258064516,0.03225806451612903,34.82,True,False,False,True,False,False,False,False,True,False,True,False,False,True
31,46228,2,18,29.81,505.34,0,49.5,15,91.8,0,0,3.7,1,1,0,2,28.074444444444442,1.65,0.0,0.0,52.32,False,False,True,True,False,False,False,True,False,True,False,False,False,True
21,72441,1,57,25.31,1512.88,1,32.4,15,38.1,1,1,3.7,1,11,1,0,26.541754385964914,1.0799999999999998,0.017543859649122806,0.017543859649122806,30.840000000000003,False,False,True,True,False,False,False,True,False,False,False,True,True,False
41,43144,0,24,57.5,1409.77,1,29.3,16,52.7,2,0,2.7,0,12,1,1,58.74041666666667,0.9766666666666667,0.08333333333333333,0.0,33.980000000000004,False,False,True,False,False,True,True,False,False,False,True,False,False,True
39,63884,1,26,25.26,630.01,0,30.0,18,76.8,3,0,1.9,0,1,0,0,24.231153846153845,1.0,0.11538461538461539,0.0,41.82,False,False,True,True,False,False,False,True,False,False,True,False,True,False
24,62729,2,34,26.55,883.43,1,77.7,16,68.8,0,0,3.7,0,1,1,0,25.983235294117645,2.5900000000000003,0.0,0.0,43.42,True,False,False,True,False,False,False,False,True,False,True,False,False,True
44,41556,1,17,49.66,889.24,1,46.0,17,67.2,3,1,3.5,1,46,1,1,52.30823529411765,1.5333333333333334,0.17647058823529413,0.058823529411764705,42.480000000000004,True,False,False,False,False,True,False,True,False,False,True,False,True,False
41,38247,0,4,33.21,112.81,1,39.2,14,58.5,1,0,3.9,1,116,0,0,28.2025,1.3066666666666669,0.25,0.0,39.3,True,False,False,True,False,False,True,False,False,False,True,False,True,False
35,75345,1,72,100.87,7216.91,0,38.1,21,56.5,3,0,4.9,1,9,1,0,100.23486111111112,1.27,0.041666666666666664,0.0,43.6,False,True,False,False,True,False,False,False,True,False,True,False,True,False
40,40460,0,9,97.91,830.17,1,36.0,14,38.6,2,0,4.0,1,46,1,0,92.24111111111111,1.2,0.2222222222222222,0.0,31.64,False,False,True,False,True,False,False,False,True,False,False,True,False,True
47,40144,1,1,22.86,48.15,1,13.4,14,19.4,2,1,4.5,0,50,1,0,48.15,0.44666666666666666,2.0,1.0,25.46,False,True,False,True,False,False,True,False,False,False,True,False,True,False
39,52668,1,39,58.79,2211.98,1,67.0,15,77.4,0,1,3.8,0,22,1,1,56.7174358974359,2.2333333333333334,0.0,0.02564102564102564,46.86000000000001,True,False,False,False,False,True,False,True,False,False,False,True,False,True
54,68043,0,18,61.86,1139.98,1,44.5,14,70.5,2,1,3.0,1,47,0,0,63.33222222222222,1.4833333333333334,0.1111111111111111,0.05555555555555555,41.400000000000006,True,False,False,False,False,True,False,True,False,False,False,True,True,False
58,71222,1,8,95.11,793.08,0,44.5,16,53.5,1,1,3.9,0,24,1,1,99.135,1.4833333333333334,0.125,0.125,37.900000000000006,False,False,True,False,True,False,False,False,True,False,False,True,False,True
31,42688,0,7,28.9,274.08,0,2.1,13,40.4,1,1,3.8,0,13,1,1,39.15428571428571,0.07,0.14285714285714285,0.14285714285714285,31.46,False,True,False,True,False,False,False,True,False,False,False,True,True,False
38,32196,1,9,102.44,912.16,0,64.9,20,23.5,2,1,3.9,0,21,0,2,101.35111111111111,2.1633333333333336,0.2222222222222222,0.1111111111111111,27.1,False,True,False,False,True,False,True,False,False,False,False,True,False,True
57,28421,0,10,103.9,1041.56,1,55.5,14,40.4,0,0,3.5,0,29,0,0,104.15599999999999,1.85,0.0,0.0,30.86,False,False,True,False,True,False,False,False,True,False,False,True,False,True
37,59556,0,72,101.29,7292.03,1,12.5,17,54.3,0,3,4.7,0,64,0,0,101.27819444444444,0.4166666666666667,0.0,0.041666666666666664,40.92,False,False,True,False,True,False,True,False,False,False,True,False,False,True
46,44485,1,8,97.46,731.29,1,51.3,15,31.8,3,0,3.4,0,1,1,1,91.41125,1.71,0.375,0.0,27.419999999999998,True,False,False,False,True,False,True,False,False,False,False,True,False,True
68,61040,0,19,102.28,1933.11,0,46.0,18,71.8,0,1,3.6,0,12,1,1,101.74263157894737,1.5333333333333334,0.0,0.05263157894736842,44.919999999999995,False,False,True,False,True,False,False,True,False,False,False,True,True,False
52,46411,0,63,35.2,2229.6,0,39.5,18,55.5,2,0,3.1,0,48,0,0,35.390476190476186,1.3166666666666667,0.031746031746031744,0.0,36.9,False,False,True,True,False,False,False,True,False,False,False,True,True,False
38,51397,3,12,94.88,1158.16,0,30.6,16,51.2,2,0,4.5,0,51,0,0,96.51333333333334,1.02,0.16666666666666666,0.0,38.78,True,False,False,False,True,False,False,True,False,True,False,False,False,True
35,58386,1,2,29.76,139.82,1,23.9,13,21.9,3,0,2.8,0,45,1,1,69.91,0.7966666666666666,1.5,0.0,21.060000000000002,False,False,True,True,False,False,False,True,False,True,False,False,True,False
19,33106,0,18,104.17,1811.38,1,26.1,15,18.6,4,1,4.2,0,9,0,0,100.63222222222223,0.87,0.2222222222222222,0.05555555555555555,24.54,True,False,False,False,True,False,False,True,False,True,False,False,False,True
46,43506,2,19,30.54,547.75,1,82.6,15,0.0,1,0,4.6,1,106,0,2,28.82894736842105,2.753333333333333,0.05263157894736842,0.0,18.299999999999997,True,False,False,True,False,False,False,True,False,False,False,True,False,True
23,40810,0,7,61.23,432.49,0,13.2,14,12.1,0,0,3.4,1,9,0,0,61.784285714285716,0.44,0.0,0.0,19.24,True,False,False,False,False,True,False,True,False,False,False,True,False,True
32,33153,0,8,34.04,220.58,0,51.3,16,41.2,3,0,3.3,0,52,0,1,27.5725,1.71,0.375,0.0,31.18,False,False,True,True,False,False,False,False,True,False,True,False,True,False
64,86477,1,6,60.33,367.18,1,0.0,21,61.1,1,0,2.7,0,33,0,0,61.196666666666665,0.0,0.16666666666666666,0.0,38.84,True,False,False,False,False,True,True,False,False,False,True,False,True,False
44,74227,0,18,27.35,390.89,1,33.3,12,32.7,5,0,3.9,0,8,0,0,21.71611111111111,1.1099999999999999,0.2777777777777778,0.0,28.38,True,False,False,True,False,False,True,False,False,False,True,False,True,False
33,62567,1,4,52.7,171.0,1,76.0,6,42.4,0,1,3.0,0,67,1,1,42.75,2.533333333333333,0.0,0.25,27.76,True,False,False,False,False,True,False,True,False,False,True,False,True,False
54,53603,3,42,59.01,2529.18,0,55.0,11,86.2,3,0,2.7,0,21,1,0,60.21857142857142,1.8333333333333333,0.07142857142857142,0.0,45.88,True,False,False,False,False,True,False,True,False,False,True,False,False,True
52,80801,0,12,67.18,783.03,1,25.1,13,59.2,3,0,4.2,0,5,0,1,65.2525,0.8366666666666667,0.25,0.0,40.18,True,False,False,False,False,True,False,True,False,False,True,False,True,False
58,99953,5,16,36.24,541.43,0,20.3,15,50.3,2,0,3.9,0,10,1,0,33.839375,0.6766666666666666,0.125,0.0,36.32,False,False,True,True,False,False,True,False,False,False,True,False,True,False
38,55197,1,11,23.2,260.14,1,38.8,12,70.8,3,1,2.9,0,18,1,2,23.64909090909091,1.2933333333333332,0.2727272727272727,0.09090909090909091,40.620000000000005,False,True,False,True,False,False,False,False,True,False,False,True,True,False
39,37483,1,1,22.25,0.0,0,34.1,11,73.6,1,0,3.5,0,70,1,0,0.0,1.1366666666666667,1.0,0.0,43.239999999999995,False,True,False,True,False,False,False,False,True,False,False,True,True,False
31,49787,1,18,30.91,611.75,1,53.2,15,98.2,1,1,3.5,0,19,0,2,33.986111111111114,1.7733333333333334,0.05555555555555555,0.05555555555555555,54.28,False,False,True,True,False,False,True,False,False,False,True,False,True,False
52,37876,1,59,106.95,6365.98,0,41.1,14,72.2,1,0,3.1,0,83,1,0,107.8979661016949,1.37,0.01694915254237288,0.0,42.38,False,False,True,False,True,False,False,False,True,True,False,False,False,True
45,35150,1,1,21.55,0.0,1,58.1,10,38.6,0,0,5.0,1,102,0,1,0.0,1.9366666666666668,0.0,0.0,33.44,True,False,False,True,False,False,True,False,False,False,True,False,False,True
41,81174,1,10,21.18,282.97,0,34.4,16,62.7,4,0,3.1,1,78,0,0,28.297000000000004,1.1466666666666667,0.4,0.0,39.18,True,False,False,True,False,False,True,False,False,False,False,True,True,False
31,66304,2,4,60.67,234.45,0,24.0,8,49.2,0,0,4.3,0,63,1,1,58.6125,0.8,0.0,0.0,34.980000000000004,True,False,False,False,False,True,True,False,False,False,False,True,True,False
43,56370,0,9,93.0,852.92,1,25.4,23,86.9,2,1,2.5,0,14,0,0,94.76888888888888,0.8466666666666666,0.2222222222222222,0.1111111111111111,49.160000000000004,True,False,False,False,True,False,True,False,False,True,False,False,True,False
36,40949,2,37,117.06,4391.15,1,58.7,13,47.9,1,1,3.8,0,33,1,0,118.67972972972971,1.9566666666666668,0.02702702702702703,0.02702702702702703,34.46,False,False,True,False,True,False,False,True,False,False,False,True,False,True
31,30406,4,35,101.37,3525.08,1,35.9,5,57.3,2,1,3.1,0,23,1,0,100.71657142857143,1.1966666666666665,0.05714285714285714,0.02857142857142857,33.72,True,False,False,False,True,False,False,False,True,False,False,True,True,False
60,55720,0,15,97.28,1460.28,0,70.2,21,34.8,0,0,3.0,0,21,0,0,97.352,2.3400000000000003,0.0,0.0,29.22,False,True,False,False,True,False,False,False,True,True,False,False,False,True
31,87962,4,53,33.68,1781.13,1,29.2,18,48.0,2,0,4.3,1,121,1,0,33.60622641509434,0.9733333333333333,0.03773584905660377,0.0,37.5,False,True,False,True,False,False,False,False,True,False,False,True,False,True
29,15000,2,1,102.06,138.5,1,51.4,11,58.7,2,0,5.0,0,16,1,0,138.5,1.7133333333333334,2.0,0.0,41.78,True,False,False,False,True,False,True,False,False,False,True,False,True,False
26,41112,2,20,61.89,1318.15,1,42.0,15,68.2,2,0,3.7,0,3,1,0,65.9075,1.4,0.1,0.0,42.88,False,True,False,False,False,True,False,False,True,True,False,False,False,True
30,80083,1,21,99.46,2095.85,1,55.5,16,56.5,2,0,2.7,0,18,0,1,99.80238095238094,1.85,0.09523809523809523,0.0,35.5,False,False,True,False,True,False,False,True,False,False,True,False,False,True
25,35133,0,6,35.64,291.78,1,54.3,14,40.6,0,0,3.1,0,23,0,2,48.629999999999995,1.8099999999999998,0.0,0.0,29.740000000000002,True,False,False,True,False,False,True,False,False,False,False,True,True,False
38,15000,0,72,53.09,3815.29,1,34.6,10,37.3,1,0,3.9,1,19,0,1,52.990138888888886,1.1533333333333333,0.013888888888888888,0.0,29.62,True,False,False,False,False,True,False,False,True,False,True,False,True,False
38,55569,1,16,35.88,653.89,0,36.5,11,60.0,2,0,3.9,1,2,0,0,40.868125,1.2166666666666666,0.125,0.0,39.0,False,False,True,True,False,False,True,False,False,False,True,False,False,True
50,68955,1,3,37.21,83.37,1,49.4,17,65.6,1,1,5.0,0,61,1,2,27.790000000000003,1.6466666666666667,0.3333333333333333,0.3333333333333333,46.339999999999996,True,False,False,True,False,False,True,False,False,False,False,True,False,True
26,71584,1,13,55.04,655.85,0,46.4,19,52.8,0,1,3.0,0,63,1,0,50.45,1.5466666666666666,0.0,0.07692307692307693,35.82,False,False,True,False,False,True,False,True,False,False,True,False,False,True
39,66560,1,1,53.29,15.59,0,54.9,19,40.8,1,1,3.3,0,16,0,0,15.59,1.8299999999999998,1.0,1.0,31.92,False,False,True,False,False,True,False,True,False,False,False,True,True,False
48,71715,1,31,25.14,732.3,0,27.3,13,63.4,2,1,4.3,0,7,0,0,23.62258064516129,0.91,0.06451612903225806,0.03225806451612903,42.16,True,False,False,True,False,False,True,False,False,False,True,False,False,True
29,41370,1,61,57.43,3518.86,0,9.5,16,75.2,1,0,4.4,0,8,1,2,57.686229508196725,0.31666666666666665,0.01639344262295082,0.0,48.08,False,True,False,False,False,True,False,True,False,False,True,False,False,True
33,33612,1,3,25.05,47.04,0,26.5,18,30.3,1,0,4.1,0,15,0,1,15.68,0.8833333333333333,0.3333333333333333,0.0,29.82,False,True,False,True,False,False,False,False,True,False,False,True,False,True
52,65794,3,10,60.53,581.9,1,49.2,17,47.8,3,0,3.3,0,6,1,2,58.19,1.6400000000000001,0.3,0.0,34.12,False,False,True,False,False,True,False,False,True,False,False,True,True,False
63,57514,0,33,101.21,3316.41,1,72.4,11,63.7,2,1,4.0,0,87,1,0,100.49727272727273,2.4133333333333336,0.06060606060606061,0.030303030303030304,40.78,True,False,False,False,True,False,False,False,True,True,False,False,True,False
52,59609,0,9,51.53,489.58,0,32.2,16,75.3,0,0,3.5,0,26,0,0,54.397777777777776,1.0733333333333335,0.0,0.0,45.42,False,False,True,False,False,True,False,False,True,True,False,False,False,True
40,73133,0,4,31.51,89.86,0,10.3,14,73.6,0,0,4.2,0,36,0,1,22.465,0.3433333333333334,0.0,0.0,46.24,False,True,False,True,False,False,False,True,False,False,False,True,False,True
57,44035,0,3,40.04,89.61,0,44.6,13,59.6,1,1,4.1,0,3,1,0,29.87,1.4866666666666668,0.3333333333333333,0.3333333333333333,40.04,True,False,False,True,False,False,True,False,False,False,False,True,False,True
52,63297,0,37,28.58,1038.76,0,57.4,18,27.9,4,1,2.9,0,13,0,1,28.074594594594593,1.9133333333333333,0.10810810810810811,0.02702702702702703,25.259999999999998,False,True,False,True,False,False,False,True,False,False,False,True,False,True
38,33347,1,64,34.18,2109.23,1,46.4,11,64.2,1,2,2.9,0,83,1,1,32.95671875,1.5466666666666666,0.015625,0.03125,37.68000000000001,False,False,True,True,False,False,False,False,True,False,True,False,True,False
46,57701,2,10,55.66,528.96,1,45.5,14,2.9,1,0,3.2,0,131,1,0,52.896,1.5166666666666666,0.1,0.0,14.96,False,True,False,False,False,True,False,False,True,False,True,False,False,True
49,72172,0,11,94.12,1145.61,0,32.3,12,83.7,0,0,2.4,0,17,1,0,104.14636363636363,1.0766666666666667,0.0,0.0,44.28,True,False,False,False,True,False,False,True,False,False,False,True,True,False
26,57417,3,20,105.44,2041.62,1,29.4,15,47.6,4,0,3.1,0,22,1,1,102.08099999999999,0.98,0.2,0.0,32.84,True,False,False,False,True,False,True,False,False,False,True,False,False,True
22,46199,1,22,57.56,1265.71,1,34.1,19,59.7,1,1,3.9,0,10,1,0,57.532272727272726,1.1366666666666667,0.045454545454545456,0.045454545454545456,41.28,True,False,False,False,False,True,True,False,False,False,False,True,True,False
52,108578,3,32,101.14,3244.38,0,16.8,14,71.1,1,0,3.9,1,114,1,0,101.386875,0.56,0.03125,0.0,44.34,True,False,False,False,True,False,True,False,False,False,False,True,True,False
32,68467,2,6,59.59,302.21,1,59.1,13,35.8,1,2,3.1,1,44,0,4,50.36833333333333,1.97,0.16666666666666666,0.3333333333333333,27.519999999999996,False,False,True,False,False,True,True,False,False,False,False,True,False,True
34,22484,0,70,95.14,6704.28,1,71.8,15,68.0,2,0,2.1,1,1,0,1,95.77542857142856,2.393333333333333,0.02857142857142857,0.0,38.0,False,False,True,False,True,False,True,False,False,False,False,True,True,False
56,31954,3,8,57.71,511.64,1,13.0,16,56.3,1,0,3.6,0,85,0,0,63.955,0.43333333333333335,0.125,0.0,38.12,True,False,False,False,False,True,False,True,False,True,False,False,True,False
43,69529,2,2,49.38,129.16,1,36.4,17,24.9,4,1,4.6,0,16,0,1,64.58,1.2133333333333334,2.0,0.5,28.86,True,False,False,False,False,True,False,False,True,False,True,False,False,True
55,73578,0,1,55.98,80.87,0,50.7,16,67.8,1,0,2.1,0,19,0,0,80.87,1.6900000000000002,1.0,0.0,38.22,True,False,False,False,False,True,False,True,False,True,False,False,False,True
27,69674,3,6,91.44,525.28,0,22.6,10,46.5,4,0,3.4,1,19,1,0,87.54666666666667,0.7533333333333334,0.6666666666666666,0.0,31.8,False,False,True,False,True,False,False,True,False,False,True,False,False,True
29,83570,1,2,99.58,193.21,1,53.0,11,37.9,4,0,4.1,1,51,0,1,96.605,1.7666666666666666,2.0,0.0,30.759999999999998,True,False,False,False,True,False,True,False,False,True,False,False,False,True
48,57952,2,17,59.17,1007.07,0,21.2,19,13.6,1,0,3.1,1,56,0,1,59.239411764705885,0.7066666666666667,0.058823529411764705,0.0,20.439999999999998,False,False,True,False,False,True,False,True,False,False,True,False,False,True
45,67878,3,1,95.46,165.48,0,37.9,19,67.0,1,1,3.3,1,14,0,0,165.48,1.2633333333333332,1.0,1.0,42.4,True,False,False,False,True,False,True,False,False,False,True,False,False,True
41,53861,1,8,55.28,412.45,1,31.2,16,52.1,0,1,4.4,0,36,1,0,51.55625,1.04,0.0,0.125,38.84,True,False,False,False,False,True,False,True,False,False,False,True,True,False
41,51678,1,1,99.11,44.56,0,33.9,16,32.8,1,0,3.0,0,42,0,2,44.56,1.13,1.0,0.0,26.919999999999998,False,False,True,False,True,False,False,False,True,False,True,False,False,True
63,103446,1,1,96.62,62.98,1,37.2,10,85.1,2,1,3.5,0,9,0,0,62.98,1.24,2.0,1.0,47.54,True,False,False,False,True,False,True,False,False,False,False,True,False,True
44,66685,3,16,102.85,1743.13,1,44.5,13,57.4,0,0,3.8,1,45,1,1,108.945625,1.4833333333333334,0.0,0.0,38.26,False,False,True,False,True,False,True,False,False,True,False,False,False,True
49,57255,0,47,24.1,1195.96,0,61.5,21,76.1,1,1,2.3,0,57,1,0,25.44595744680851,2.05,0.02127659574468085,0.02127659574468085,43.63999999999999,True,False,False,True,False,False,False,True,False,False,False,True,True,False
34,64424,1,20,26.43,525.63,1,37.6,11,88.0,0,0,4.5,1,25,1,0,26.2815,1.2533333333333334,0.0,0.0,52.0,True,False,False,True,False,False,True,False,False,False,False,True,False,True
26,102236,3,26,90.8,2371.17,0,11.1,15,50.0,0,1,5.0,0,42,1,1,91.19884615384616,0.37,0.0,0.038461538461538464,39.5,False,True,False,False,True,False,False,True,False,True,False,False,False,True
47,15000,1,32,28.05,935.53,1,32.5,19,10.0,1,0,4.2,0,35,0,1,29.2353125,1.0833333333333333,0.03125,0.0,22.299999999999997,False,False,True,True,False,False,True,False,False,True,False,False,True,False
32,36855,1,51,88.78,4522.32,1,0.0,12,49.9,1,0,3.0,0,8,0,2,88.67294117647059,0.0,0.0196078431372549,0.0,32.56,False,True,False,False,True,False,False,False,True,False,True,False,True,False
43,75027,1,18,59.84,1113.79,0,67.3,15,61.3,3,1,3.1,1,44,1,1,61.87722222222222,2.243333333333333,0.16666666666666666,0.05555555555555555,38.32,True,False,False,False,False,True,False,False,True,False,False,True,True,False
18,19775,0,30,95.9,2847.72,0,11.5,16,45.9,2,0,3.4,1,15,0,0,94.92399999999999,0.38333333333333336,0.06666666666666667,0.0,33.36,True,False,False,False,True,False,False,True,False,False,True,False,True,False
42,49245,1,28,56.27,1618.21,0,8.6,18,58.2,1,1,4.3,1,4,0,1,57.793214285714285,0.2866666666666667,0.03571428571428571,0.03571428571428571,41.58,True,False,False,False,False,True,True,False,False,False,True,False,True,False
38,68905,2,57,90.07,5043.28,0,27.7,21,46.6,0,0,4.0,0,2,1,1,88.47859649122806,0.9233333333333333,0.0,0.0,36.94,False,False,True,False,True,False,False,True,False,False,True,False,True,False
29,51793,2,43,90.55,3973.48,0,51.0,7,66.9,2,1,2.9,0,1,0,1,92.40651162790698,1.7,0.046511627906976744,0.023255813953488372,37.56,False,True,False,False,True,False,False,False,True,True,False,False,True,False
46,66000,1,21,101.4,2149.32,1,42.8,11,68.1,3,1,3.4,0,6,1,1,102.34857142857143,1.4266666666666665,0.14285714285714285,0.047619047619047616,40.739999999999995,True,False,False,False,True,False,False,True,False,False,False,True,True,False
38,67178,1,5,27.39,200.8,0,35.1,12,43.2,2,0,4.0,1,3,1,1,40.160000000000004,1.1700000000000002,0.4,0.0,32.88,True,False,False,True,False,False,True,False,False,False,False,True,False,True
33,67633,0,20,67.38,1362.33,1,13.2,17,30.7,1,0,2.0,0,11,0,0,68.1165,0.44,0.05,0.0,23.380000000000003,True,False,False,False,False,True,False,False,True,False,False,True,True,False
39,15000,4,5,103.86,475.86,1,56.3,10,23.7,0,0,2.5,1,34,1,1,95.172,1.8766666666666665,0.0,0.0,19.98,True,False,False,False,True,False,True,False,False,True,False,False,False,True
52,30261,1,12,24.83,325.71,1,18.3,13,39.9,2,1,5.0,1,29,1,1,27.1425,0.61,0.16666666666666666,0.08333333333333333,34.86,False,False,True,True,False,False,True,False,False,False,False,True,False,True
42,52653,0,43,56.66,2388.94,1,47.6,9,57.1,2,1,4.2,0,43,1,2,55.556744186046515,1.5866666666666667,0.046511627906976744,0.023255813953488372,38.14,False,False,True,False,False,True,True,False,False,False,True,False,False,True
27,57357,3,25,22.46,568.38,1,53.8,15,54.2,2,1,2.8,0,11,1,1,22.7352,1.7933333333333332,0.08,0.04,34.580000000000005,False,False,True,True,False,False,False,True,False,False,False,True,True,False
37,56560,5,27,61.83,1722.84,0,18.4,21,25.0,5,1,2.0,0,9,1,0,63.80888888888889,0.6133333333333333,0.18518518518518517,0.037037037037037035,22.3,True,False,False,False,False,True,False,True,False,False,True,False,False,True
51,62787,0,2,21.8,60.37,1,14.0,9,65.2,3,1,3.4,0,9,0,0,30.185,0.4666666666666667,1.5,0.5,38.980000000000004,False,False,True,True,False,False,True,False,False,False,True,False,False,True
52,37604,0,19,29.4,619.42,1,84.1,17,57.2,4,0,3.6,0,74,1,0,32.601052631578945,2.8033333333333332,0.21052631578947367,0.0,38.78,True,False,False,True,False,False,False,False,True,False,True,False,True,False
34,75607,1,64,55.27,3537.82,1,9.4,16,100.0,1,0,3.2,0,15,1,1,55.2784375,0.31333333333333335,0.015625,0.0,54.4,True,False,False,False,False,True,True,False,False,False,False,True,True,False
23,60547,0,43,112.69,4807.74,1,25.2,19,70.4,2,1,4.9,0,37,0,1,111.80790697674418,0.84,0.046511627906976744,0.023255813953488372,48.56,True,False,False,False,True,False,True,False,False,False,True,False,False,True
23,82810,0,3,26.87,179.94,1,34.9,17,74.8,5,1,4.8,0,2,0,0,59.98,1.1633333333333333,1.6666666666666667,0.3333333333333333,49.42,True,False,False,True,False,False,False,True,False,False,False,True,False,True
39,95493,0,15,89.92,1314.94,0,44.9,10,84.1,1,0,2.5,0,89,1,0,87.66266666666667,1.4966666666666666,0.06666666666666667,0.0,44.14,False,False,True,False,True,False,True,False,False,False,True,False,False,True
18,49896,3,19,98.12,1953.93,1,38.1,12,66.6,3,0,3.1,0,19,1,3,102.83842105263159,1.27,0.15789473684210525,0.0,39.54,False,True,False,False,True,False,False,True,False,False,False,True,True,False
48,33155,2,71,57.01,4019.68,1,68.7,9,44.1,1,0,4.6,0,20,1,0,56.61521126760563,2.29,0.014084507042253521,0.0,34.14,True,False,False,False,False,True,False,True,False,True,False,False,True,False
38,72892,1,2,57.45,55.89,0,49.0,17,84.6,1,0,5.0,1,13,0,0,27.945,1.6333333333333333,0.5,0.0,53.94,False,False,True,False,False,True,False,False,True,False,False,True,True,False
18,77140,2,72,53.52,3884.46,0,67.3,11,55.0,0,2,4.7,0,83,1,0,53.950833333333335,2.243333333333333,0.0,0.027777777777777776,39.4,False,True,False,False,False,True,False,True,False,True,False,False,False,True
23,15000,1,14,101.41,1513.75,1,28.3,17,49.0,0,1,3.7,0,23,1,2,108.125,0.9433333333333334,0.0,0.07142857142857142,35.800000000000004,False,True,False,False,True,False,True,False,False,False,True,False,True,False
40,15000,0,6,67.66,375.06,0,74.5,13,80.1,1,0,2.7,1,33,1,0,62.51,2.4833333333333334,0.16666666666666666,0.0,44.04,True,False,False,False,False,True,False,False,True,False,False,True,False,True
18,23718,2,61,58.79,3572.76,1,8.3,12,68.0,1,1,4.6,0,3,1,1,58.569836065573774,0.27666666666666667,0.01639344262295082,0.01639344262295082,44.6,False,True,False,False,False,True,False,True,False,True,False,False,False,True
38,82638,2,40,59.8,2388.85,1,53.8,19,37.5,0,0,2.3,0,32,0,0,59.72125,1.7933333333333332,0.0,0.0,27.599999999999998,True,False,False,False,False,True,False,False,True,False,True,False,True,False
